,sentence,target
4429,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",1
4430,"As commander-in-chief of this film , Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",4
4431,For most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,3
4432,"There are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big-budget bust .",1
4433,The movie does n't generate a lot of energy .,1
4434,"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .",3
4435,"The weird thing about The Santa Clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally .",1
4436,"Twohy 's a good yarn-spinner , and ultimately the story compels .",3
4437,"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",1
4438,"The ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece .",2
4439,A pleasant piece of escapist entertainment .,4
4440,K-19 : The Widowmaker is a great yarn .,3
4441,"It 's an earnest debut full of heartfelt performances , but is ultimately let down by a story that is all too predictable .",2
4442,"The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .",2
4443,"Unofficially , National Lampoon 's Van Wilder is Son of Animal House .",2
4444,It 's a great deal of sizzle and very little steak .,1
4445,It 's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding .,0
4446,"Half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder ... would be more at home on a daytime television serial .",1
4447,Good movie .,4
4448,"Worthless , from its pseudo-rock-video opening to the idiocy of its last frames .",0
4449,It 's a coming-of-age story we 've all seen bits of in other films -- but it 's rarely been told with such affecting grace and cultural specificity .,2
4450,"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",4
4451,"Diaz , Applegate , Blair and Posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .",3
4452,"The tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons .",2
4453,Meandering and confusing .,1
4454,The gags are often a stitch .,3
4455,"Maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is .",3
4456,"... a story we have n't seen on the big screen before , and it 's a story that we as Americans , and human beings , should know .",3
4457,A less-than-thrilling thriller .,0
4458,"The film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of Ms. Ambrose .",1
4459,"Roman Coppola may never become the filmmaker his Dad was , but heck -- few filmmakers will .",3
4460,"Transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the X into the games .",4
4461,Intriguing and downright intoxicating .,4
4462,"Scotland , Pa. is a strangely drab romp .",0
4463,"Brutally honest and told with humor and poignancy , which makes its message resonate .",4
4464,Fuller would surely have called this gutsy and at times exhilarating movie a great yarn .,4
4465,"Been there , done that ... a thousand times already , and better .",1
4466,Cube 's charisma and chemistry compensate for corniness and cliche .,2
4467,"The essential problem in Orange County is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",1
4468,"Movie fans , get ready to take off ... the other direction .",1
4469,"Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .",4
4470,A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,4
4471,"The film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle .",1
4472,plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure Hollywood .,1
4473,There 's a great deal of corny dialogue and preposterous moments .,1
4474,Tom Green just gives them a bad odor .,1
4475,"The film 's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen .",1
4476,A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .,3
4477,"Lacking gravitas , MacDowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel .",0
4478,Alan and his fellow survivors are idiosyncratic enough to lift the movie above its playwriting 101 premise .,3
4479,"A gentle , compassionate drama about grief and healing .",3
4480,A blessed gift to film geeks and historians .,4
4481,Ear-splitting exercise in formula crash-and-bash action .,1
4482,"Just entertaining enough not to hate , too mediocre to love .",2
4483,"From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work .",3
4484,"The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .",3
4485,Staggeringly dreadful romance .,0
4486,"Told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .",1
4487,I have a confession to make : I did n't particularly like E.T. the first time I saw it as a young boy .,1
4488,"With virtually no interesting elements for an audience to focus on , Chelsea Walls is a triple-espresso endurance challenge .",1
4489,"An uncomfortable experience , but one as brave and challenging as you could possibly expect these days from American cinema .",3
